NumeroControl,NombreCompleto,Promedio
2117v16141,Flor  Vite,84
2117v16142,Juan  Mede ,70
2117v16143,Ali  Vite,45
2117v16144,Said  Mede ,35
2117v16145,Abelardo  de la cuz ,49
2117v16146,Laura Bautista,13
2117v16147,Flor  de la cuz ,19
2117v16148,Juan  Sanchez,90
2117v16149,Said  Sanchez,19
2117v16150,Laura de la cuz ,74
2117v16151,Maria Sanchez,56
2117v16152,Juan  Matias,13
2117v16153,Ali  Vite,92
2117v16154,Abelardo  de la cuz ,6
2117v16155,Pedro  Martinez,84
2117v16156,Maria Sanchez,77
2117v16157,Pedro  Vite,92
2117v16158,Said  Mede ,89
2117v16159,Pedro  Martinez,84
2117v16160,Uriel Bautista,56
2117v16161,Pedro  Matias,16
2117v16162,Said  Sanchez,11
2117v16163,Emilio  Vite,61
2117v16164,Abelardo  Santos,66
2117v16165,Uriel Mede ,86
2117v16166,Abelardo  Ontiveros,96
2117v16167,Maria Mede ,50
2117v16168,Uriel Matias,61
2117v16169,Emilio  Matias,70
2117v16170,Uriel Ontiveros,58
2117v16171,Pedro  Martinez,76
2117v16172,Emilio  Ontiveros,99
2117v16173,Uriel Santos,35
2117v16174,Said  Sanchez,29
2117v16175,Flor  Bautista,76
2117v16176,Emilio  Martinez,23
2117v16177,Ali  de la cuz ,94
2117v16178,Juan  Santos,59
2117v16179,Emilio  Matias,65
2117v16180,Ali  Bautista,8
2117v16181,Emilio  Vite,54
2117v16182,Uriel Hernandez,19
2117v16183,Laura Matias,3
2117v16184,Laura Matias,8
2117v16185,Maria Hernandez,46
2117v16186,Laura Santos,20
2117v16187,Ali  Vite,96
2117v16188,Uriel Santos,94
2117v16189,Maria Martinez,33
2117v16190,Uriel Vite,33
2117v16191,Juan  Martinez,53
2117v16192,Emilio  Santos,38
2117v16193,Said  Matias,54
2117v16194,Pedro  Ontiveros,73
2117v16195,Uriel Matias,30
2117v16196,Abelardo  Bautista,13
2117v16197,Abelardo  Martinez,45
2117v16198,Laura Martinez,38
2117v16199,Abelardo  Sanchez,67
2117v16200,Said  Vite,33
2117v16201,Juan  Ontiveros,39
2117v16202,Laura Santos,92
2117v16203,Emilio  de la cuz ,34
2117v16204,Said  Hernandez,21
2117v16205,Said  de la cuz ,91
2117v16206,Said  Vite,54
2117v16207,Abelardo  Vite,87
2117v16208,Abelardo  Ontiveros,39
2117v16209,Said  Matias,64
2117v16210,Juan  Hernandez,65
2117v16211,Maria Hernandez,69
2117v16212,Said  Bautista,88
2117v16213,Maria Bautista,42
2117v16214,Pedro  Ontiveros,28
2117v16215,Said  Vite,77
2117v16216,Juan  Matias,88
2117v16217,Uriel Mede ,92
2117v16218,Abelardo  Sanchez,6
2117v16219,Laura de la cuz ,8
2117v16220,Laura Hernandez,17
2117v16221,Pedro  Vite,41
2117v16222,Said  Mede ,55
2117v16223,Ali  Martinez,5
2117v16224,Juan  Bautista,59
2117v16225,Maria de la cuz ,52
2117v16226,Pedro  Bautista,95
2117v16227,Ali  Sanchez,12
2117v16228,Laura Hernandez,68
2117v16229,Said  Hernandez,29
2117v16230,Pedro  Mede ,85
2117v16231,Pedro  Hernandez,18
2117v16232,Emilio  Santos,26
2117v16233,Laura de la cuz ,98
2117v16234,Maria Mede ,8
2117v16235,Laura Vite,20
2117v16236,Flor  Mede ,29
2117v16237,Ali  Sanchez,15
2117v16238,Abelardo  Hernandez,38
2117v16239,Uriel Hernandez,53
2117v16240,Said  Ontiveros,91
2117v16241,Said  Mede ,36
2117v16242,Laura de la cuz ,45
2117v16243,Abelardo  Hernandez,54
2117v16244,Emilio  Sanchez,2
2117v16245,Laura Bautista,42
2117v16246,Said  Santos,99
2117v16247,Said  Santos,46
2117v16248,Flor  Ontiveros,49
2117v16249,Uriel Sanchez,48
2117v16250,Uriel Mede ,71
2117v16251,Laura Matias,90
2117v16252,Abelardo  Mede ,90
2117v16253,Laura Hernandez,59
2117v16254,Pedro  Hernandez,6
2117v16255,Uriel Bautista,63
2117v16256,Abelardo  Santos,55
2117v16257,Pedro  Ontiveros,39
2117v16258,Maria Hernandez,5
2117v16259,Said  Martinez,80
2117v16260,Maria Vite,95
2117v16261,Abelardo  Vite,100
2117v16262,Ali  Matias,90
2117v16263,Uriel Matias,39
2117v16264,Flor  Sanchez,33
2117v16265,Maria Mede ,52
2117v16266,Abelardo  Hernandez,61
2117v16267,Maria Mede ,87
2117v16268,Uriel Vite,53
2117v16269,Said  Vite,13
2117v16270,Emilio  Mede ,22
2117v16271,Abelardo  Ontiveros,50
2117v16272,Flor  Matias,90
2117v16273,Pedro  Sanchez,11
2117v16274,Abelardo  Vite,83
2117v16275,Pedro  Bautista,80
2117v16276,Juan  Bautista,57
2117v16277,Juan  Matias,36
2117v16278,Juan  Martinez,66
2117v16279,Emilio  Martinez,100
2117v16280,Juan  Vite,46
2117v16281,Flor  Santos,76
2117v16282,Maria de la cuz ,66
2117v16283,Said  Ontiveros,62
2117v16284,Abelardo  de la cuz ,71
2117v16285,Abelardo  de la cuz ,45
2117v16286,Abelardo  Matias,16
2117v16287,Said  Vite,87
2117v16288,Maria Hernandez,42
2117v16289,Laura Vite,31
2117v16290,Abelardo  Sanchez,16
2117v16291,Flor  Matias,61
2117v16292,Abelardo  Santos,86
2117v16293,Said  Martinez,20
2117v16294,Laura Hernandez,69
2117v16295,Abelardo  Hernandez,98
2117v16296,Flor  Sanchez,68
2117v16297,Emilio  Mede ,4
2117v16298,Juan  de la cuz ,78
2117v16299,Said  Santos,41
2117v16300,Flor  Santos,81
2117v16301,Juan  Mede ,44
2117v16302,Laura Sanchez,91
2117v16303,Laura Matias,39
2117v16304,Laura Hernandez,44
2117v16305,Pedro  Mede ,83
2117v16306,Maria Hernandez,81
2117v16307,Abelardo  Matias,55
2117v16308,Flor  Mede ,4
2117v16309,Flor  Santos,82
2117v16310,Laura Vite,22
2117v16311,Ali  de la cuz ,95
2117v16312,Ali  Sanchez,11
2117v16313,Ali  Bautista,89
2117v16314,Pedro  Matias,17
2117v16315,Said  Martinez,63
2117v16316,Ali  Sanchez,45
2117v16317,Pedro  Santos,34
2117v16318,Ali  Bautista,42
2117v16319,Laura Hernandez,33
2117v16320,Emilio  Sanchez,27
2117v16321,Pedro  Ontiveros,48
2117v16322,Abelardo  Mede ,78
2117v16323,Flor  Vite,45
2117v16324,Laura Hernandez,17
2117v16325,Said  Santos,14
2117v16326,Emilio  Sanchez,41
2117v16327,Uriel Mede ,79
2117v16328,Juan  Martinez,97
2117v16329,Pedro  Bautista,62
2117v16330,Laura Bautista,33
2117v16331,Maria Bautista,56
2117v16332,Laura de la cuz ,30
2117v16333,Juan  Hernandez,57
2117v16334,Pedro  Mede ,62
2117v16335,Flor  Vite,36
2117v16336,Emilio  Sanchez,86
2117v16337,Juan  Sanchez,56
2117v16338,Emilio  Martinez,2
2117v16339,Uriel Vite,71
2117v16340,Juan  Hernandez,87
2117v16341,Abelardo  Santos,69
2117v16342,Pedro  Santos,62
2117v16343,Ali  Ontiveros,64
2117v16344,Uriel Martinez,12
2117v16345,Emilio  Santos,16
2117v16346,Said  Santos,98
2117v16347,Pedro  Vite,82
2117v16348,Pedro  Matias,13
2117v16349,Pedro  Sanchez,32
2117v16350,Pedro  Vite,97
2117v16351,Abelardo  Santos,50
2117v16352,Juan  Matias,6
2117v16353,Laura Martinez,52
2117v16354,Pedro  de la cuz ,11
2117v16355,Abelardo  Mede ,94
2117v16356,Juan  Hernandez,19
2117v16357,Emilio  Vite,13
2117v16358,Maria Matias,8
2117v16359,Said  Ontiveros,55
2117v16360,Uriel Mede ,28
2117v16361,Laura Vite,40
2117v16362,Emilio  Martinez,82
2117v16363,Pedro  Ontiveros,3
2117v16364,Said  Santos,14
2117v16365,Flor  Santos,71
2117v16366,Maria de la cuz ,39
2117v16367,Maria Bautista,7
2117v16368,Laura Bautista,51
2117v16369,Said  Santos,82
2117v16370,Flor  Hernandez,47
2117v16371,Laura Bautista,82
2117v16372,Abelardo  Hernandez,79
2117v16373,Emilio  Ontiveros,36
2117v16374,Ali  Sanchez,63
2117v16375,Flor  Santos,43
2117v16376,Pedro  de la cuz ,95
2117v16377,Abelardo  Mede ,24
2117v16378,Abelardo  Hernandez,13
2117v16379,Ali  Matias,12
2117v16380,Flor  Sanchez,56
2117v16381,Uriel Hernandez,66
2117v16382,Uriel Martinez,100
2117v16383,Flor  Sanchez,1
2117v16384,Emilio  Bautista,95
2117v16385,Uriel Ontiveros,19
2117v16386,Maria Mede ,94
2117v16387,Pedro  Vite,82
2117v16388,Maria Matias,18
2117v16389,Said  Mede ,33
2117v16390,Flor  Matias,82
2117v16391,Uriel Santos,14
2117v16392,Abelardo  Hernandez,14
2117v16393,Ali  Mede ,4
2117v16394,Flor  Mede ,42
2117v16395,Emilio  Ontiveros,13
2117v16396,Flor  Santos,59
2117v16397,Laura de la cuz ,30
2117v16398,Said  Santos,88
2117v16399,Flor  Santos,71
2117v16400,Pedro  Bautista,32
2117v16401,Juan  Matias,5
2117v16402,Pedro  Vite,92
2117v16403,Uriel Bautista,2
2117v16404,Maria Martinez,76
2117v16405,Flor  Martinez,50
2117v16406,Maria Hernandez,32
2117v16407,Abelardo  Mede ,64
2117v16408,Pedro  Bautista,75
2117v16409,Flor  Bautista,6
2117v16410,Emilio  Ontiveros,77
2117v16411,Maria de la cuz ,29
2117v16412,Ali  Ontiveros,96
2117v16413,Ali  Santos,95
2117v16414,Juan  Vite,90
2117v16415,Uriel Martinez,1
2117v16416,Emilio  Sanchez,31
2117v16417,Uriel Vite,5
2117v16418,Uriel de la cuz ,67
2117v16419,Ali  de la cuz ,8
2117v16420,Maria Martinez,63
2117v16421,Pedro  de la cuz ,18
2117v16422,Laura Matias,85
2117v16423,Ali  Hernandez,92
2117v16424,Ali  Martinez,60
2117v16425,Said  de la cuz ,62
2117v16426,Uriel de la cuz ,23
2117v16427,Abelardo  Ontiveros,84
2117v16428,Said  de la cuz ,59
2117v16429,Emilio  Ontiveros,51
2117v16430,Abelardo  Martinez,13
2117v16431,Uriel Ontiveros,1
2117v16432,Juan  Mede ,44
2117v16433,Juan  Bautista,65
2117v16434,Flor  Ontiveros,42
2117v16435,Emilio  Martinez,98
2117v16436,Said  Sanchez,23
2117v16437,Juan  Bautista,47
2117v16438,Said  de la cuz ,59
2117v16439,Emilio  Bautista,17
2117v16440,Said  Vite,27
2117v16441,Said  Hernandez,48
2117v16442,Laura Hernandez,22
2117v16443,Flor  Santos,2
2117v16444,Maria Ontiveros,10
2117v16445,Uriel Mede ,36
2117v16446,Laura Hernandez,61
2117v16447,Maria Vite,51
2117v16448,Uriel Ontiveros,33
2117v16449,Juan  Sanchez,28
2117v16450,Juan  de la cuz ,23
2117v16451,Maria Ontiveros,32
2117v16452,Maria Ontiveros,99
2117v16453,Maria Martinez,81
2117v16454,Flor  Hernandez,70
2117v16455,Flor  Mede ,13
2117v16456,Said  Sanchez,61
2117v16457,Abelardo  Santos,14
2117v16458,Juan  Vite,58
2117v16459,Maria Mede ,71
2117v16460,Pedro  Vite,89
2117v16461,Emilio  Matias,97
2117v16462,Maria Martinez,4
2117v16463,Abelardo  Hernandez,59
2117v16464,Maria Ontiveros,21
2117v16465,Flor  de la cuz ,34
2117v16466,Pedro  Hernandez,41
2117v16467,Flor  Vite,46
2117v16468,Flor  Matias,69
2117v16469,Laura Ontiveros,48
2117v16470,Said  de la cuz ,53
2117v16471,Maria Vite,29
2117v16472,Flor  Sanchez,69
2117v16473,Said  Santos,78
2117v16474,Abelardo  Vite,73
2117v16475,Pedro  Bautista,50
2117v16476,Laura Ontiveros,4
2117v16477,Abelardo  Matias,50
2117v16478,Flor  Mede ,51
2117v16479,Uriel de la cuz ,21
2117v16480,Uriel Ontiveros,81
2117v16481,Juan  Mede ,96
2117v16482,Maria Hernandez,46
2117v16483,Juan  Ontiveros,72
2117v16484,Ali  Matias,65
2117v16485,Juan  Hernandez,18
2117v16486,Juan  Bautista,7
2117v16487,Emilio  de la cuz ,89
2117v16488,Uriel Martinez,100
2117v16489,Juan  Hernandez,58
2117v16490,Flor  Bautista,88
2117v16491,Juan  Ontiveros,36
2117v16492,Abelardo  de la cuz ,26
2117v16493,Emilio  Matias,100
2117v16494,Ali  de la cuz ,40
2117v16495,Emilio  Hernandez,22
2117v16496,Uriel de la cuz ,2
2117v16497,Abelardo  Martinez,34
2117v16498,Maria Martinez,48
2117v16499,Pedro  Sanchez,90
2117v16500,Said  Mede ,53
2117v16501,Uriel Vite,74
2117v16502,Flor  Matias,75
2117v16503,Juan  de la cuz ,90
2117v16504,Laura Vite,65
2117v16505,Laura Santos,82
2117v16506,Pedro  Santos,6
2117v16507,Emilio  Sanchez,2
2117v16508,Laura Matias,89
2117v16509,Flor  de la cuz ,3
2117v16510,Uriel Mede ,97
2117v16511,Said  de la cuz ,77
2117v16512,Juan  Matias,49
2117v16513,Emilio  Martinez,92
2117v16514,Ali  Hernandez,4
2117v16515,Said  Ontiveros,5
2117v16516,Juan  Ontiveros,2
2117v16517,Ali  Sanchez,47
2117v16518,Said  Sanchez,87
2117v16519,Abelardo  Sanchez,54
2117v16520,Ali  Vite,72
2117v16521,Abelardo  Martinez,98
2117v16522,Maria Martinez,2
2117v16523,Ali  Sanchez,30
2117v16524,Abelardo  Sanchez,34
2117v16525,Flor  Hernandez,14
2117v16526,Juan  Santos,98
2117v16527,Ali  Bautista,52
2117v16528,Juan  Sanchez,97
2117v16529,Uriel Matias,76
2117v16530,Laura Sanchez,1
2117v16531,Flor  Sanchez,67
2117v16532,Maria Mede ,16
2117v16533,Flor  Matias,62
2117v16534,Flor  Mede ,88
2117v16535,Flor  Santos,98
2117v16536,Ali  Vite,78
2117v16537,Emilio  Bautista,16
2117v16538,Maria Santos,6
2117v16539,Uriel Bautista,2
2117v16540,Maria Martinez,31
2117v16541,Pedro  Martinez,98
2117v16542,Pedro  Ontiveros,87
2117v16543,Pedro  Santos,75
2117v16544,Abelardo  Hernandez,83
2117v16545,Abelardo  de la cuz ,67
2117v16546,Ali  Vite,26
2117v16547,Juan  Matias,30
2117v16548,Emilio  Ontiveros,22
2117v16549,Juan  Matias,40
2117v16550,Emilio  Bautista,99
2117v16551,Juan  Vite,41
2117v16552,Juan  Martinez,92
2117v16553,Emilio  Mede ,34
2117v16554,Ali  Ontiveros,23
2117v16555,Flor  Sanchez,17
2117v16556,Uriel Sanchez,79
2117v16557,Pedro  Hernandez,72
2117v16558,Emilio  de la cuz ,97
2117v16559,Emilio  Hernandez,27
2117v16560,Maria Hernandez,74
2117v16561,Ali  Santos,93
2117v16562,Uriel Ontiveros,37
2117v16563,Abelardo  Hernandez,88
2117v16564,Emilio  Martinez,62
2117v16565,Maria Vite,20
2117v16566,Abelardo  Hernandez,89
2117v16567,Said  Bautista,98
2117v16568,Abelardo  Vite,16
2117v16569,Ali  Matias,81
2117v16570,Laura Bautista,68
2117v16571,Flor  Martinez,45
2117v16572,Maria Martinez,7
2117v16573,Emilio  Bautista,22
2117v16574,Flor  Mede ,36
2117v16575,Uriel Matias,21
2117v16576,Maria Hernandez,16
2117v16577,Uriel Sanchez,43
2117v16578,Emilio  Ontiveros,3
2117v16579,Maria Mede ,82
2117v16580,Abelardo  Hernandez,16
2117v16581,Uriel Santos,99
2117v16582,Flor  Sanchez,5
2117v16583,Laura Sanchez,11
2117v16584,Abelardo  de la cuz ,89
2117v16585,Laura Bautista,26
2117v16586,Abelardo  Martinez,26
2117v16587,Maria Vite,21
2117v16588,Abelardo  Ontiveros,66
2117v16589,Juan  Bautista,57
2117v16590,Abelardo  Mede ,72
2117v16591,Pedro  Santos,54
2117v16592,Uriel Mede ,38
2117v16593,Juan  de la cuz ,87
2117v16594,Emilio  Matias,82
2117v16595,Said  Hernandez,47
2117v16596,Pedro  Mede ,72
2117v16597,Juan  Hernandez,6
2117v16598,Maria de la cuz ,76
2117v16599,Said  Ontiveros,67
2117v16600,Maria de la cuz ,56
2117v16601,Maria Santos,47
2117v16602,Laura Mede ,46
2117v16603,Emilio  Ontiveros,37
2117v16604,Emilio  Vite,75
2117v16605,Ali  Santos,14
2117v16606,Pedro  Sanchez,52
2117v16607,Pedro  Matias,6
2117v16608,Maria Vite,18
2117v16609,Pedro  Ontiveros,29
2117v16610,Abelardo  Mede ,53
2117v16611,Maria Vite,71
2117v16612,Ali  Santos,52
2117v16613,Abelardo  Martinez,49
2117v16614,Abelardo  de la cuz ,21
2117v16615,Said  Vite,92
2117v16616,Uriel Mede ,99
2117v16617,Uriel Vite,80
2117v16618,Ali  Hernandez,7
2117v16619,Flor  Santos,72
2117v16620,Abelardo  Santos,36
2117v16621,Flor  Matias,15
2117v16622,Laura Ontiveros,64
2117v16623,Juan  Santos,22
2117v16624,Abelardo  Ontiveros,24
2117v16625,Pedro  Martinez,52
2117v16626,Ali  Vite,20
2117v16627,Pedro  Ontiveros,37
2117v16628,Uriel Matias,31
2117v16629,Pedro  Martinez,34
2117v16630,Ali  Bautista,36
2117v16631,Emilio  Ontiveros,93
2117v16632,Flor  Sanchez,35
2117v16633,Laura Bautista,5
2117v16634,Ali  Vite,63
2117v16635,Said  Bautista,41
2117v16636,Emilio  Mede ,41
2117v16637,Ali  Martinez,35
2117v16638,Flor  Ontiveros,66
2117v16639,Said  Ontiveros,33
2117v16640,Ali  Bautista,16
2117v16641,Ali  Bautista,91
2117v16642,Abelardo  Ontiveros,39
2117v16643,Ali  Hernandez,74
2117v16644,Flor  de la cuz ,41
2117v16645,Maria Hernandez,43
2117v16646,Juan  Santos,11
2117v16647,Juan  Martinez,35
2117v16648,Said  Bautista,31
2117v16649,Maria Hernandez,37
2117v16650,Uriel Ontiveros,52
2117v16651,Flor  Vite,63
2117v16652,Abelardo  Bautista,24
2117v16653,Uriel Hernandez,81
2117v16654,Pedro  Hernandez,70
2117v16655,Said  Ontiveros,2
2117v16656,Said  Ontiveros,2
2117v16657,Abelardo  Mede ,69
2117v16658,Maria Martinez,43
2117v16659,Laura Hernandez,62
2117v16660,Uriel Ontiveros,90
2117v16661,Said  Ontiveros,6
2117v16662,Said  Matias,29
2117v16663,Flor  Santos,45
2117v16664,Laura Hernandez,19
2117v16665,Juan  de la cuz ,59
2117v16666,Maria Martinez,45
2117v16667,Abelardo  Martinez,5
2117v16668,Ali  Martinez,20
2117v16669,Emilio  Ontiveros,2
2117v16670,Emilio  Santos,82
2117v16671,Maria de la cuz ,9
2117v16672,Juan  Vite,30
2117v16673,Emilio  Ontiveros,3
2117v16674,Pedro  Martinez,90
2117v16675,Uriel Mede ,36
2117v16676,Laura Martinez,89
2117v16677,Emilio  Ontiveros,6
2117v16678,Juan  Hernandez,21
2117v16679,Laura Matias,56
2117v16680,Juan  Matias,22
2117v16681,Flor  Santos,40
2117v16682,Laura Matias,86
2117v16683,Pedro  Martinez,81
2117v16684,Pedro  Mede ,2
2117v16685,Said  Sanchez,17
2117v16686,Uriel Bautista,66
2117v16687,Abelardo  de la cuz ,36
2117v16688,Ali  Ontiveros,73
2117v16689,Uriel Matias,30
2117v16690,Ali  Mede ,77
2117v16691,Uriel Matias,45
2117v16692,Uriel Sanchez,76
2117v16693,Juan  Mede ,82
2117v16694,Abelardo  Matias,85
2117v16695,Pedro  Sanchez,56
2117v16696,Flor  Bautista,46
2117v16697,Said  Mede ,14
2117v16698,Maria Bautista,89
2117v16699,Uriel Matias,3
2117v16700,Abelardo  Hernandez,62
2117v16701,Said  Mede ,49
2117v16702,Pedro  Matias,10
2117v16703,Flor  de la cuz ,65
2117v16704,Abelardo  Matias,45
2117v16705,Said  Vite,9
2117v16706,Flor  Bautista,16
2117v16707,Abelardo  Hernandez,93
2117v16708,Emilio  Martinez,44
2117v16709,Juan  Bautista,97
2117v16710,Said  Mede ,31
2117v16711,Ali  de la cuz ,38
2117v16712,Emilio  Vite,27
2117v16713,Abelardo  Vite,59
2117v16714,Flor  Martinez,40
2117v16715,Ali  Santos,49
2117v16716,Laura Mede ,77
2117v16717,Laura Matias,33
2117v16718,Laura Hernandez,44
2117v16719,Abelardo  Vite,66
2117v16720,Emilio  Matias,14
2117v16721,Maria Hernandez,1
2117v16722,Juan  Matias,67
2117v16723,Ali  Bautista,48
2117v16724,Laura Sanchez,82
2117v16725,Flor  Bautista,80
2117v16726,Abelardo  Mede ,2
2117v16727,Laura de la cuz ,57
2117v16728,Emilio  Vite,25
2117v16729,Said  Bautista,31
2117v16730,Flor  Ontiveros,73
2117v16731,Uriel Mede ,27
2117v16732,Flor  Santos,94
2117v16733,Maria Matias,45
2117v16734,Flor  Ontiveros,61
2117v16735,Juan  Sanchez,64
2117v16736,Flor  Hernandez,94
2117v16737,Maria Matias,56
2117v16738,Maria Mede ,6
2117v16739,Abelardo  Ontiveros,86
2117v16740,Juan  Vite,36
2117v16741,Said  Martinez,41
2117v16742,Pedro  de la cuz ,51
2117v16743,Pedro  Martinez,15
2117v16744,Pedro  Sanchez,53
2117v16745,Ali  Bautista,73
2117v16746,Said  Sanchez,84
2117v16747,Said  Santos,25
2117v16748,Uriel Bautista,38
2117v16749,Flor  Hernandez,84
2117v16750,Abelardo  Martinez,91
2117v16751,Said  Matias,43
2117v16752,Juan  Martinez,4
2117v16753,Said  de la cuz ,89
2117v16754,Juan  Mede ,65
2117v16755,Laura Martinez,22
2117v16756,Laura Ontiveros,2
2117v16757,Said  Martinez,61
2117v16758,Pedro  Hernandez,83
2117v16759,Abelardo  Hernandez,28
2117v16760,Uriel Hernandez,81
2117v16761,Juan  Mede ,74
2117v16762,Emilio  Matias,94
2117v16763,Uriel Vite,11
2117v16764,Laura de la cuz ,33
2117v16765,Pedro  Martinez,57
2117v16766,Juan  de la cuz ,72
2117v16767,Flor  Vite,37
2117v16768,Said  Sanchez,26
2117v16769,Laura Sanchez,37
2117v16770,Said  Vite,79
2117v16771,Flor  Ontiveros,34
2117v16772,Abelardo  Bautista,50
2117v16773,Flor  Ontiveros,83
2117v16774,Maria Bautista,72
2117v16775,Uriel de la cuz ,47
2117v16776,Juan  Sanchez,66
2117v16777,Emilio  de la cuz ,23
2117v16778,Juan  Santos,22
2117v16779,Maria Mede ,65
2117v16780,Uriel Martinez,30
2117v16781,Uriel Martinez,48
2117v16782,Ali  Ontiveros,68
2117v16783,Maria Matias,28
2117v16784,Pedro  Hernandez,45
2117v16785,Said  Matias,86
2117v16786,Maria Bautista,97
2117v16787,Said  Ontiveros,70
2117v16788,Maria Hernandez,42
2117v16789,Abelardo  Ontiveros,60
2117v16790,Emilio  Vite,89
2117v16791,Said  Martinez,97
2117v16792,Uriel Vite,61
2117v16793,Juan  Bautista,89
2117v16794,Ali  Santos,69
2117v16795,Juan  Hernandez,27
2117v16796,Flor  Santos,10
2117v16797,Juan  de la cuz ,63
2117v16798,Uriel Bautista,15
2117v16799,Maria Vite,52
2117v16800,Maria Santos,45
2117v16801,Said  Sanchez,54
2117v16802,Flor  Sanchez,51
2117v16803,Uriel Mede ,32
2117v16804,Emilio  de la cuz ,73
2117v16805,Abelardo  Sanchez,90
2117v16806,Pedro  Santos,60
2117v16807,Juan  de la cuz ,49
2117v16808,Flor  Martinez,62
2117v16809,Said  de la cuz ,92
2117v16810,Pedro  Vite,71
2117v16811,Juan  Hernandez,50
2117v16812,Uriel Martinez,54
2117v16813,Laura Martinez,93
2117v16814,Abelardo  Martinez,62
2117v16815,Emilio  Matias,40
2117v16816,Laura Hernandez,57
2117v16817,Emilio  Ontiveros,41
2117v16818,Said  Vite,57
2117v16819,Laura de la cuz ,83
2117v16820,Uriel Hernandez,39
2117v16821,Uriel Vite,1
2117v16822,Flor  Bautista,64
2117v16823,Said  Vite,40
2117v16824,Juan  Hernandez,94
2117v16825,Emilio  Hernandez,59
2117v16826,Emilio  Ontiveros,27
2117v16827,Uriel Ontiveros,43
2117v16828,Laura Mede ,40
2117v16829,Flor  Mede ,95
2117v16830,Said  Vite,42
2117v16831,Maria Sanchez,3
2117v16832,Ali  Mede ,95
2117v16833,Pedro  Vite,41
2117v16834,Juan  de la cuz ,62
2117v16835,Pedro  Hernandez,59
2117v16836,Laura Ontiveros,91
2117v16837,Uriel Matias,70
2117v16838,Juan  Hernandez,64
2117v16839,Maria Hernandez,15
2117v16840,Uriel Vite,62
2117v16841,Juan  Mede ,28
2117v16842,Maria Martinez,50
2117v16843,Abelardo  Santos,49
2117v16844,Said  Santos,56
2117v16845,Flor  Martinez,38
2117v16846,Ali  Sanchez,75
2117v16847,Emilio  Hernandez,30
2117v16848,Pedro  Matias,36
2117v16849,Laura Martinez,67
